Utterance,Intent
"Những giấy tờ và thông tin mà Thư ký hội đồng gửi đến Phòng đào tạo sau đại học bao gồm những gì 
",policy
Nội dung của Chương 5 là gì ,policy
Phòng đào tạo phải đợi trong bao lâu để Thư ký hội đồng gửi đến những thông tin và giấy tờ liên quan luận án ,policy
Trong vòng một tuần sau buổi bảo vệ luận án thì Thư ký hội đồng sẽ phải gửi những giấy tờ liên quan đến ai ,policy
Những giấy tờ cần có để đánh giá luận án cấp Trường ,policy
Quyết nghị của Hội đồng đánh giá luận án cấp Trường cần bao nhiêu bản ,policy
Đơn vị nào có trách nhiệm gửi những thông tin và giấy tờ liên quan đến luận án cho Phòng đào tạo sau đại học ,policy
Đơn vị nào có trách nhiệm tiếp nhận những giấy tờ và thông tin liên quan đến luận án được gửi đến từ Thư ký Hội đồng ,policy
Quyết nghị để đánh giá luận án cấp Trường của đơn vị nào ,policy
Hội đồng sẽ đưa ra những gì để đánh giá luận án cấp Trường ,policy
Biên bản hội đồng đánh giá luận án cấp Trường cần có bao nhiêu bản ,policy
Biên bản đánh giá luận án cấp Trường thuộc về đơn vị nào ,policy
Biên bản kiểm phiếu đánh giá luận án cấp Trường cần bao nhiêu bản ,policy
Các phiếu đánh giá luận án sẽ được tiếp nhận từ ai ,policy
Các phiếu đánh giá luận án sẽ được cung cấp bởi ai ,policy
Các thành viên hội đồng sẽ cung cấp những gì để hỗ trợ cho bản luận án ,policy
Hồ sơ luận án được gửi đến từ đơn vị nào ,policy
Danh sách hội đồng cần có những gì trước khi được gửi đến Phòng đào tạo Sau đại học ,policy
Các thành viên hội đồng cần cung cấp thêm những gì bên cạnh phiếu đánh giá ,policy
Ngoài những quy định nào thì nghiên cứu sinh còn phải đảm bảo tất cả các quy định khác của Quy định này ,policy
Trong trường hợp nào thì thủ trưởng đơn vị quản lý nghiên cứu sinh có văn bản đề nghị Hiệu trưởng xác định tính chất mật của luận án ,policy
Ai là người phải xác định tính chất mật của đề tài ngay sau khi có quyết định công nhận nghiên cứu sinh ,policy
Ai là người có trách nhiệm báo cáo ĐHQGHCM kèm theo căn cứ xác định tính chất mật của đề tài và phải được ĐHQGHCM đồng ý bằng văn bản về việ công nhận nghiên cứu sinh ,policy
Đơn vị nào có trách nhiệm tiếp nhận báo cáo và gửi văn bản đồng ý về quyết định công nhận nghiên cứu sinh ,policy
Hiệu trưởng phải làm gì ngay sau khi có quyết định công nhận nghiên cứu sinh ,policy
Hiệu trưởng khi gửi báo cáo về cho ĐHQGHCM thì cần phải kèm theo những gì ,policy
Ai sẽ là người chịu trách nhiệm về các quy định bảo mật trong quá trình tổ chức đào tạo nghiên cứu thực hiện luận án tổ chức đánh giá luận án quản lý hồ sơ và tài liệu liên quan theo quy chế bảo mật của Nhà nước ,policy
"Hiệu trưởng sẽ phải chịu trách nhiệm về những việc gì khi đang trong quá trình bảo mật đề tài của nghiên cứu sinh 
",policy
Các quy định bảo mật trong quá trình tổ chức đào tạo nghiên cứu thực hiện luận án tổ chức đánh giá luận án quản lý hồ sơ và tài liệu phải dựa trên quy chế của ai ,policy
"Các quy định bảo mật trong quá trình tổ chức đào tạo nghiên cứu thực hiện luận án tổ chức đánh giá luận án quản lý hồ sơ và tài liệu liên quan theo quy chế bảo mật của Nhà nước sẽ do ai chịu trách nhiệm 
",policy
Đơn vị nào sẽ đề nghị Hiệu trưởng xem xét danh sách Hội đồng đánh giá luận án cấp Khoa và cấp Trường danh sách các cán bộ tham dự ngoài Hội đồng ,policy
Ai sẽ có thẩm quyền xem xét danh sách Hội đồng đánh giá luận án cấp Khoa và cấp Trường danh sách các cán bộ tham dự ngoài Hội đồng ,policy
Bộ Ngành quản lý bí mật sẽ đề nghị Hiệu trưởng xem xét những gì ,policy
Những danh sách sẽ được Hiệu trưởng xem xét bao gồm những gì ,policy
Ai mới có quyền được biết thời gian và địa điểm bảo vệ luận án ,policy
Khi tổ chức một luận án theo chế độ mật thì Phòng Đào tạo sau đại học không nhất thiết phải làm gì ,policy
Trình tự bảo vệ luận án theo chế độ mật sẽ được thực hiện như thế nào ,policy
Số lượng bản thảo luận án và tóm tắt luận án cũng như các bản chính thức luận án phải được làm gì ,policy
Tất cả hồ sơ buổi bảo vệ mật phải được làm gì sau khi kết thúc buổi bảo vệ ,policy
Những hồ sơ thông tin nào phải được quản lý chặt chẽ theo quy chế bảo mật của Nhà nước ,policy
Thẩm định ngẫu nhiên tối đa bao nhiêu phần trăm hồ sơ đào tạo ,policy
Chất lượng luận án đã được ai thông qua ,policy
"Hội đồng đánh giá luận án cấp Trường thông qua quy định tại đâu 
",policy
20 hồ sơ quá trình đào tạo được thẩm định như thế nào ,policy
Đơn vị nào có trách nhiệm đánh giá chất lượng án cấp Trường ,policy
Hội đồng đã phải đánh giá những gì của luận án cấp Trường trong báo cáo của nhà trường ,policy
Việc thẩm định quá trình đào tạo chất lượng luận án được thực hiện trong trường hợp nào ,policy
Việc thẩm định quá trình đào tạo chất lượng luận án được thực hiện trong các trường hợp nào ,policy
Việc thẩm định quá trình đào tạo chất lượng luận án được thực hiện trong các trường hợp ,policy
"Thẩm định quá trình đào tạo được diễn ra khi nào 
",policy
Khi có đơn thư khiếu nại về quá trình đạo tạo thì làm gì ,policy
"Khi có tố cáo về chất lượng luận án thì cần phải làm gì 
",policy
Ai sẽ là người đưa ra yêu cầu thẩm định ,policy
Đơn vị nào có thẩm quyền đưa ra yêu cầu thẩm định ,policy
Bộ giáo dục Đào tạo sẽ có thẩm quyền gì về việc thẩm định ,policy
Bộ giáo dục Đào tạo có nhiệm vụ gì với quá trình thẩm định luận án ,policy
Đâu là đơn vị sẽ gửi giấy mời họp Hội đồng cho các thành viên hội đồng và khách tham dự ,policy
Đâu sẽ là đơn vị phụ trách việc thông báo cho Chủ tịch hội đồng sau khi nhận đủ các bản nhận xét luận án của các thành viên hội đồng ,policy
Đâu là đối tượng không được phép tham gia vào quá trình tổ chức Hội đồng ,policy
Đơn vị nào sẽ có thẩm quyền quyết định thời gian họp Hội đồng ,policy
Đơn vị nào sẽ chịu trách nhiệm công bố thông tin về buổi bảo vệ luận án cấp Trường trên các phương tiện thông tin đại chúng trong thời gian quy định ,policy
Phòng Đào tạo Sau đại học chịu trách nhiệm công bố thông tin về buổi bảo vệ luận án cấp Trường ở đâu ,policy
Đơn vị nào có trách nhiệm chuyển hồ sơ bảo vệ cho Thư ký hội đồng ,policy
Đâu là đơn vị có trách nhiệm tiếp nhận hồ sơ bảo vệ được chuyển từ phòng Đào tạo Sau đại học ,policy
Hồ sơ bảo vệ sẽ bao gồm những gì ,policy
Hồ sơ của nghiên cứu sinh được quy định tại đâu ,policy
 Bản dự thảo Quyết nghị của hội đồng được quy định ở đâu ,policy
"Ai sẽ là người phụ trách chuẩn bị bản dự thảo Quyết nghị của hội đồng để Hội đồng thảo luận khi họp riêng 
",policy
Tôi có thể tìm quy trình bảo vệ luận án cấp Trường ở đâu ,policy
Chủ tịch Hội đồng sẽ làm gì sau khi nhận được thông báo về việc Phòng đào tạo Sau đại học đã nhận đủ các bản nhận xét luận án của các thành viên hội đồng ,policy
Những ai sẽ nhận được giấy mời họp Hội đồng từ Phòng đào tạo Sau đại học ,policy
Đối tượng nào bị nghiêm cấm tham gia vào quá trình tổ chức Hội đồng ,policy
Phòng đào tạo Sau đại học sẽ tiếp nhận những gì từ thành viên hội đồng trước khi thông báo cho Chủ tịch Hội đồng ,policy
 Thư ký hội đồng chuẩn bị bản dự thảo Quyết nghị của hội đồng dựa trên những cơ sở nội dung nào ,policy
Đại diện cơ quan cử người đi học được xem là khách mời như thế nào ,policy
Các thành viên hội đồng cần cung cấp thông tin gì để Phòng đào tạo Sau đại học có thể thông báo cho Chủ tịch hội đồng ,policy
Quá trình tổ chức Hội đồng không cấp phép cho đơn vị nào được tham gia vào ,policy
Phòng đào tạo Sau đại học sẽ chịu trách nhiệm công bố những gì trên các phương tiện thông tin đại chúng trong thời gian quy định ,policy
Phòng đào tạo Sau đại học sẽ làm gì sau khi đã nhận đủ các bản nhận xét luận án của các thành viên hội đồng ,policy
Thông tin về việc đánh giá lại luận án ở cấp Trường được cung cấp ở đâu ,policy
Điều số mấy cung cấp những thông tin về việc đánh giá lại luận án ở cấp Trường ,policy
Trong trường hợp nào thì nghiên cứu sinh được phép sửa chữa luận án và đề nghị được bảo vệ luận án lần thứ hai ,policy
Đơn vị nào sẽ có thẩm quyền đánh giá luận án cấp Trường của nghiên cứu sinh ,policy
Nghiên cứu sinh cần làm gì sau khi không được thông qua luận án lần thứ nhất ,policy
Nghiên cứu sinh được phép làm gì sau khi luận án cấp Trường không được thông qua ở lần thứ nhất ,policy
Trong khoảng thời gian bao lâu thì nghiên cứu sinh được phép sửa chữa luận án và đề nghị được bảo vệ luận án lần thứ hai ,policy
Nghiên cứu sinh sẽ có thời gian trong bao lâu để bảo vệ luận án lần thứ hai sau khi đã bảo vệ lần thứ nhất ,policy
Thành phần Hội đồng đánh giá luận án cấp Trường lần thứ hai phải có bao nhiêu thành viên ,policy
Những thành viên tham gia đánh giá luận án cấp Trường lần hai phải là những người như thế nào ,policy
"Ai là người không được phép vắng mặt ở buổi bảo vệ luận án lần thứ hai 
",policy
